ID,オプション1,オプション2,オプション3,background,BGM
1,Star Man arrived at the VirtualBecks Port ruins at night.,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
2,"(Should I wait until morning to meet Nes…?
 We still don’t know for sure they did anything.)",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
3,(But…),res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
4,"(If I weigh ‘being rude by calling at midnight and embarrassing myself’
 against ‘Square Man’s safety’… the answer is obvious.)",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
5,Star Man scanned the area.,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
6,"(I don’t know where Nes is.
 I’ll look for Nes while also searching for clues about Square Man.)",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
7,"There were a few houses and warehouses.
Star Man checked each and every one.
But he found neither Nes nor Square Man.",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
8,(Where did they go…? I’ll search again come morning.),res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
9,Star Man slept in the shadows at VirtualBecks.,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
10,———,,,res\\image\\talkMinatoato.png,
11,"The next morning, Star Man searched VirtualBecks again.",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
12,<Knock>,,,res\\image\\talkMinatoato.png,
13,"<Rustle, rustle>",,,res\\image\\talkMinatoato.png,
14,"(A small sound from that house.
 Is Nes hiding in there?
 It could be a monster. If I greet them normally, will they come out?)",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
15,"(…No, that definitely won’t happen.)",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
16,Star Man readied his stone axe and walked around the hut.,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
17,"(A sticky, squelching sound is coming from inside.)",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
18,"""Is someone there?""",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
19,Star Man called out. The squelching stopped.,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
20,(The sound stopped. There’s a person.),res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
21,Star Man came to the hut’s entrance.,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
22,"""Is someone there? Answer me.""",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
23,(No response…),res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
24,Star Man went into the hut.,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
25,"""Ugh… gugh.""",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
26,The inside of the hut reeked. The floor was buried in trash.,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
27,"The garbage was dust-free, as if dumped recently.
Star Man walked over the trash.",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
28,"Searching the hut, he found a person sitting and frozen in place.",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
29,It was Nes.,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
30,At Nes’s feet were bananas and banana peels.,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
31,"""Hey…""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
32,Star Man said.,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
33,"""…Ah… yes…""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
34,(…?),res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
35,Nes felt different from last time.,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
36,"""Sorry for barging in. I have something to ask.""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
37,"""Ah, yes. What is it?""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
38,(He understands me…?),res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
39,"""A child named Square Man is missing. I’m looking for him.""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
40,"""O-okay.""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
41,"""You don’t know anything?""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
42,"""No, I’m not really sure…""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
43,"""…""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
44,"""Anything at all. If you know, please tell me.""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
45,"""I just live here, foraging.""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
46,"""…""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
47,"""I see. For the record, let me check the other huts inside as well.""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
48,"""Uh… I’d rather you didn’t do that…""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
49,"""Is there some problem with that?""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
50,"""No, not exactly… It’s fine. Go ahead and look.""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
51,"""…""",res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
52,Star Man stepped out of the hut.,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
53,"He checked the other buildings, but they were dust-choked ruins
with no signs of human presence.",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
54,"""…Sorry to trouble you.""",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
55,"Star Man let Nes know, left VirtualBecks, and returned to base.",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
