ID,オプション1,オプション2,オプション3,background
1,"""Hold up a second. It's a Cube again."" Star Man said to the kids.",res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png
2,"Because they were carrying a stretcher, there were times they couldn't detour around monsters.
They set the stretcher down on the ground.",res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png
3,"The Cube stood motionless.
With no face, it was hard to tell if it had noticed them.",,res\\image\\rippoutai00.png,res\\image\\talkKaigan2.png
4,"Star Man raised a hand above the Cube.
A massive block of ice appeared over it and fell.
The Cube half‑collapsed; the ice turned to mist and vanished.",res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,res\\image\\talkKaigan2.png
5,"The Cube remained still.
After a short rest, Star Man used the same attack again.
The Cube broke apart.",res\\image\\hoshiman00.png,res\\image\\rippoutai00.png,res\\image\\talkKaigan2.png
6,"""Bravo!""",res\\image\\daikeiman00.png,,res\\image\\talkKaigan2.png
7,"""Bravo!""",res\\image\\daikeiman00.png,res\\image\\sankakuman00.png,res\\image\\talkKaigan2.png
8,"When Trapezoid Man said that and clapped, Triangle Man copied him.",res\\image\\daikeiman00.png,res\\image\\sankakuman00.png,res\\image\\talkKaigan2.png
9,"Star Man walked forward, ready to deal with enemies as needed.
The children carried Trapezoid Man on the stretcher and followed behind.",res\\image\\shikakuman00.png,,res\\image\\talkKaigan2.png
10,"Star Man's burns still hadn't healed.
Every time he moved, the wounds reopened and yellow fluid oozed out.
The pain made him break into a sweat that wouldn't dry.",res\\image\\shikakuman00.png,,res\\image\\talkKaigan2.png
11,"He could use ice only when the enemy wasn't moving.
(It might be useful against VSCO—the attacking white ones.)",res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png
12,"Still, his fire and dark magic were weak.
(It'd be tough to fight a VSCO with them...)",res\\image\\hoshiman00.png,,res\\image\\talkKaigan2.png
13,"There were no paths in the forest made for people;
all they could do was take whatever routes they could pass.
Each time they met a monster, Star Man set down the stretcher and drove it off.",,,res\\image\\talkKaigan2.png
14,—,,,res\\image\\talkKaigan2.png
15,Morning came at last.,,,res\\image\\talkKaigan2.png
16,Trapezoid Man patted Star Man on the back.,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,res\\image\\talkKaigan2.png
17,"""Take a break. I'll keep watch.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,res\\image\\talkKaigan2.png
18,"""...Yeah.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,res\\image\\talkKaigan2.png
19,"Exhausted, they decided to rest.
Trapezoid Man kept watch while the other three slept.",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,res\\image\\talkKaigan2.png
20,—,,,res\\image\\talkKaigan2.png
21,"At noon the next day, the three woke up.",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,res\\image\\talkKaigan2.png
22,"""...""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,res\\image\\talkKaigan2.png
23,"No one spoke from lack of sleep and fatigue.
They shared the acorns they'd taken when they fled at night,
and the four set out.",,,res\\image\\talkKaigan2.png
