ID,オプション1,オプション2,オプション3,background,BGM
1,"When Star Man entered Trapezoid Man's room,
someone suddenly shoved him from the side.",res\\image\\hoshiman00.png,,res\\image\\talkPrecision.png,res\\sound\\toudai.wav
2,There was a man who shouldn't exist.,,res\\image\\gain00.png,res\\image\\talkPrecision.png,
3,"It was the man from Gip Lighthouse.
Star Man felt every hair on his body stand on end.
He looked toward Trapezoid Man and the others.",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
4,Trapezoid Man had fallen and was bleeding from the face.,res\\image\\daikeiman00.png,,res\\image\\talkPrecision.png,
5,"There were bloodstains on the floor. The children sat with swollen faces,
crying.",res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,res\\image\\talkPrecision.png,
6,"""What do you want?!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
7,"""Huh? 'What do I want,' huh?
Don't screw with me, punk!
I'll kill you!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
8,The man grabbed Star Man by his head horn and tried to crush it.,res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
9,"""What do you want? Please—explain!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
10,"""You lot stole it without permission!
Other people's stuff!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
11,"""Fine... I'll listen. Let go of me first!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
12,"""Huh? Shut the hell up!
A thief doesn't get to run his mouth!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
13,Star Man kicked the man and shoved him away.,res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
14,"""Oh yeah? You did it now!
What the hell do you think you're doing?!
I'll beat you to death!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
15,"""You say we stole—what exactly did we steal?""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
16,"""Everything in here, you idiot!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
17,"""...Everything...?!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
18,"He couldn't make sense of it; his mind couldn't catch up.
He looked to Trapezoid Man and the others,
but they averted their eyes and said nothing.",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
19,"""You barged into someone else's house without permission!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
20,"""...?""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
21,"""You used to live here?""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
22,"""Yeah! I'd been living here forever, and the moment I stepped out,
you trashed the place!
How are you gonna take responsibility, huh?!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
23,"""...""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
24,"""I get what you're saying—but start with
'Give it back and get out.'""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
25,"""Hah?! Wrong.
I was trying to explain and these punks started first.""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
26,The man pointed at Trapezoid Man and the others.,res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
27,"""...I see. For now, we'll leave.""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
28,"""Huh?! You think that makes it okay?!
After wrecking the place like this!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
29,"""We'll put it back as best we can.""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
30,"""Don't give me that!
You messing with me?
Hey—sit seiza!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
31,"""...?!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
32,"""If you're sorry, apologize. That's basic manners!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
33,"""...""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
34,Star Man sat in seiza.,res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
35,"""We're very sorry.""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
36,"""...""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
37,"""...""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
38,"""Leave all the food here.""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
39,"""...?!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,res\\image\\talkPrecision.png,
