ID,オプション1,オプション2,オプション3,Unnamed: 4,Unnamed: 5
1,Star Man returned to the ruins.,res\\image\\hoshiman00.png,,,
2,"""A-Are you okay...!?""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
3,Trapezoid Man panicked when he saw Star Man’s wounds.,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
4,"""I don’t know... I might die in my sleep tonight.
But if that happens, I’ll come back to life.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
5,"""I-I see...""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
6,Triangle Man and Rectangle Man were speechless at the sight of Star Man’s wounds.,res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
7,Star Man told Trapezoid Man and the others what had happened that day.,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
8,"""Here’s the map.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
9,Star Man spread out the map for everyone to see.,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
10,"""We’re probably around here.
The area with coconut trees was apparently called 'Sinkhat Coast.'""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
11,"""Do ships ever come to Prolitan Island?
When I looked into going to Optipl Island,
I don’t think I found any ships that stop at Prolitan.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
12,"""...""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
13,"""So I was thinking... why don’t we try building a boat to escape?""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
14,"""What?""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
15,"""I’ve got a one-year time limit, so that’s my only option.
As for the rest of you, maybe it’s better to stay and wait for help.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
16,"""That’s... a tough call.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
17,"""Yeah, it’s a pretty hard choice. More like an ultimate dilemma.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
