ID,オプション1,オプション2,オプション3,Unnamed: 4,Unnamed: 5
1,Six months had passed since Star Man made the pact.,,,,
2,"One day, Star Man decided to visit ""Gipp Lighthouse,"" which was marked on the map.
He kept walking toward the mountain summit and eventually reached his destination.",res\\image\\hoshiman00.png,,,
3,"There, he saw a chubby man gazing out at the ocean.
The man turned around when he heard Star Man’s footsteps.",,res\\image\\gain00.png,,
4,"""Oh, uh... hey there...""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
5,Star Man gave a polite nod.,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
6,"""...""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
7,"The chubby man stood perfectly still, as if time had frozen.",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
8,"""Oh... yeah, hey.""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
9,The man gave a faint nod.,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
10,"""Nice to meet you. Do you live around here?""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
11,Star Man asked.,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
12,"""Who the hell are you?""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
13,"The chubby man scowled, furrowing his brows.",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
14,"""...""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
15,"""What the hell are you doing here, barging in like that?
What’s your problem, huh?""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
16,A chill ran down Star Man’s spine.,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
17,"""I... I recently washed up on this island.
I’m surviving here with some others...""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
18,"""I don’t give a damn about your life story!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
19,"The chubby man shouted, stepping closer.",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
20,"""Sorry...""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
21,Star Man tried to leave.,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
22,"""Hey... where the hell do you think you’re going?!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
23,(Humans are more dangerous than monsters...),res\\image\\hoshiman00.png,res\\image\\gain00.png,,
24,"As Star Man turned and quickly walked away,
he heard someone running up behind him.
When he turned around, the chubby man was charging at him.",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
25,"""Take this!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
26,The man kicked him.,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
27,"""Ugh!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
28,Star Man collapsed to the ground.,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
29,"""You wanna die or something?!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
30,"""I won’t come near here again. Relax.""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
31,"""Where do you usually live?""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
32,"""...""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
33,"""Answer me, bastard.""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
34,The man jabbed at Star Man with his foot.,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
35,"""...!""",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
36,"Star Man tried to head back, keeping an eye on his surroundings—
but the man had pulled out a knife. ",res\\image\\hoshiman00.png,res\\image\\gain00.png,,
37,(I can’t reason with this guy...) ,res\\image\\hoshiman00.png,res\\image\\gain00.png,,
38,Star Man turned and ran. ,res\\image\\hoshiman00.png,,,
