ID,オプション1,オプション2,オプション3,Unnamed: 4,Unnamed: 5
1,(My head hurts... My nose hurts... And the soles of my feet hurt...),res\\image\\hoshiman00.png,,,
2,He kept sitting down and getting up over and over.,res\\image\\hoshiman00.png,,,
3,Star Man sat down and looked at his left arm. It had turned dark red.,res\\image\\hoshiman00.png,,,
4,(It doesn't hurt as bad as it looks.),res\\image\\hoshiman00.png,,,
5,The sound of birds chirping echoed endlessly.,res\\image\\hoshiman00.png,,,
6,"(If only I could catch a bird and eat it... but there's no way.
If I could find a nest and get some eggs, that would be great...)",res\\image\\hoshiman00.png,,,
7,(I've never found a bird's nest in my entire life...),res\\image\\hoshiman00.png,,,
8,Star Man looked up and searched for an acorn tree.,res\\image\\hoshiman00.png,,,
9,"(Most likely... you can't gather acorns all year round,
so eventually I'll have to find other sources of food.
I wonder how long acorns last. They seem like they'd keep well.)",res\\image\\hoshiman00.png,,,
10,(!!),res\\image\\hoshiman00.png,,,
11,"Star Man was hit by a sudden impact—""Boom!""
When he quickly looked around, he saw his own body was on fire.",res\\image\\hoshiman00.png,,,res\\image\\xeoff00.png
12,"""Ugh...!""",res\\image\\hoshiman00.png,,,res\\image\\ghost00.png
13,"Not understanding what was happening, Star Man rolled on the ground.
But even after rolling and covering himself with dirt, the flames wouldn't go out easily. Eventually, they went out on their own.",res\\image\\hoshiman00.png,,,
14,"He suffered severe burns. Smoke was rising from his body.
Star Man couldn't grasp what had happened, but he had a feeling he wouldn't survive.",res\\image\\hoshiman00.png,,,
15,(!?),res\\image\\hoshiman00.png,,,
16,"When he looked around, a semi-transparent humanoid figure was slowly approaching.",,res\\image\\ghost00.png,,
17,"""What the...?""",res\\image\\hoshiman00.png,,,
18,The figure was phasing through trees and rocks as it came toward him.,,res\\image\\ghost00.png,,
19,"Star Man tried to run, but he could barely take a few steps.
His strength gave out quickly, and he collapsed to his knees.",res\\image\\hoshiman00.png,,,
20,"When he looked back, the ghost was slowly drawing closer.",,res\\image\\ghost00.png,,
21,"The ghost reached out its hand.
It seemed like it was about to do something, but Star Man couldn't move at all.
Flames appeared from the ghost's hand, and with a wave, they flew toward Star Man.",,res\\image\\ghost00.png,,
22,Star Man couldn't dodge in time and was engulfed in flames.,res\\image\\hoshiman00.png,,,
23,He collapsed and couldn't move a muscle.,res\\image\\hoshiman00.png,,,
24,(So this is the end...),res\\image\\hoshiman00.png,,,
25,"Star Man closed his eyes.
In the darkness, all he could hear was the sound of his own heartbeat.",res\\image\\hoshiman00.png,,,
26,Star Man recalled events from the company he worked at before quitting.,res\\image\\hoshiman00.png,,,
27,"(No matter what I did... I was a failure... In the end, I never became anything...)",res\\image\\hoshiman00.png,,,
28,—,,,,
29,<Zuuuuuuuuun>,,,,
30,(!?),res\\image\\hoshiman00.png,,,
31,"A dark vortex appeared in front of Star Man, accompanied by a deep rumbling sound.
From within the vortex emerged a figure with the face of an animal skull.
Large horns protruded from the skull.",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
32,Star Man wanted to run from the appearance of this new monster(?)—but his body wouldn’t move.,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
33,The horned figure reached out a hand.,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
34,"""I'll be brief.",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
35,"If you make a contract with me, you'll survive and gain immense power.
However, you’ll die in a year. What do you say?""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
36,(?),res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
37,"""If you make a contract with me, you'll survive and gain immense power.
However, you'll die in a year. What do you say?""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
38,The ghost was drawing nearer.,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
39,"""What... is that thing...?""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
40,Star Man forced the words out.,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
41,"""It's the ghost of someone who used to live on this island.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
42,"""If I... make the contract... will these burns... go away...?""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
43,"""They will.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
44,"""...""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
45,"""I'll make the contract.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
46,"""The contract is sealed.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
47,The horned figure took out two small bottles.,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
48,"""This is Word Breath. If you drink it, even if you die, you'll come back to life here.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
49,"""What about my burns...?""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
50,"""Just drinking it won’t heal them... but when you come back to life, they will be healed.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
51,(So I actually have to die once...),res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
52,"""Don't worry. Technically, when you're right on the verge of death,
your body will be restored and you'll return here. If you truly die, it won’t work.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
53,"""Also, each bottle of Word Breath only works once.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
54,"""Alright... I'll drink one for now...""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
55,The horned figure nodded.,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
56,"""...""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
57,"""Want me to help you drink it?""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
58,"""Please...""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
59,"The horned figure opened the Word Breath and poured it into Star Man’s mouth.
Star Man used the last of his strength to swallow it. He felt something take root inside him.",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
60,"""From now on, you'll be able to use magic.
Fire, ice, and dark magic. That ghost can only be harmed by dark magic.""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
61,"""Like this.""",,res\\image\\xeoff00.png,,
62,"The horned figure pointed his palm at the ghost.
Black flames surged toward the ghost and struck it directly.
The flames shattered and scattered. The ghost writhed in pain and then vanished.",res\\image\\ghost00.png,res\\image\\xeoff00.png,,
63,"The horned figure looked at Star Man, paused briefly, then formed an ice spear in his hand.",,res\\image\\xeoff00.png,,
64,"""...""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
65,"""Shall I bring you back to life without the pain?""",res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
66,(...,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
67,If I'm not going to survive anyway... if this pain is going to continue...),res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
68,Star Man no longer had the strength to respond. He gave a faint nod.,,,,
69,<Thud! Thud!>,,,,
70,The ice spear pierced through Star Man’s neck and chest.,,,,
71,"Star Man collapsed to the ground. His eyes stayed open, no longer blinking.",,,,
72,—,,,,
73,Star Man awoke.,res\\image\\hoshiman00.png,,,
74,"In front of him lay the ice spear.
Only the part that had pierced his body was gone.",res\\image\\hoshiman00.png,,,
75,The horned figure stood before him.,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
76,(This isn't a dream...),res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
77,Star Man checked the condition of his body.,res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
78,(Looks like... everything really is healed.),res\\image\\hoshiman00.png,res\\image\\xeoff00.png,,
