ID,オプション1,オプション2,オプション3,Unnamed: 4,Unnamed: 5
1,Star Man was heading toward the VirtualBecks Port ruins.,res\\image\\hoshiman00.png,,,
2,"It was too far for a day trip, so he had brought gear for an overnight stay.",res\\image\\hoshiman00.png,,,
3,He saw the port ruins in the distance. There was no one around.,res\\image\\hoshiman00.png,,,
4,(Hopefully I don’t run into that guy Nes...),res\\image\\hoshiman00.png,,,
5,Star Man cautiously entered VirtualBecks.,res\\image\\hoshiman00.png,,,
6,Star Man found a round ball in the storage of an old house.,res\\image\\hoshiman00.png,,,
7,"(I don’t know what it’s called, but fishermen often use it in their work.
If I attach this, it might increase the raft’s durability.)",res\\image\\hoshiman00.png,,,
8,Star Man picked up the buoy.,res\\image\\hoshiman00.png,,,
9,(There’s a limit to how many I can carry at once...),res\\image\\hoshiman00.png,,,
10,"The VirtualBecks Port ruins were uninhabited,
but there were signs someone had been there.",res\\image\\hoshiman00.png,,,
11,<Clack>,res\\image\\hoshiman00.png,,,
12,He heard a noise coming from somewhere.,res\\image\\hoshiman00.png,,,
13,"As he cautiously approached the sound,
he noticed someone seemed to be hiding.",res\\image\\hoshiman00.png,,,
14,"""Is someone there...?""",res\\image\\hoshiman00.png,,,
15,"""...""",res\\image\\hoshiman00.png,,,
16,There was no reply.,res\\image\\hoshiman00.png,,,
17,(...!),res\\image\\hoshiman00.png,,,
18,"""OooooOOOOooooOHHHH...""",res\\image\\hoshiman00.png,,,
19,"A ghost appeared from a different direction—
a grotesquely obese one.",res\\image\\hoshiman00.png,res\\image\\noble00.png,,
20,(...),res\\image\\hoshiman00.png,,,
21,(That matches the description Trapezoid Man gave of Noble...),res\\image\\hoshiman00.png,,,
22,The ghost floated slowly toward him.,res\\image\\hoshiman00.png,res\\image\\noble00.png,,
23,"(Should I run instead of fighting...?
But I want to come here often to collect materials for the raft...)",res\\image\\hoshiman00.png,res\\image\\noble00.png,,
24,"The last ghost he fought had clear intent to attack.
This one just seemed to be drifting toward him out of instinct.",res\\image\\hoshiman00.png,res\\image\\noble00.png,,
25,(No sign it's going to use magic...),res\\image\\hoshiman00.png,res\\image\\noble00.png,,
26,"The ghost was so slow, walking was enough to stay ahead of it.",res\\image\\hoshiman00.png,res\\image\\noble00.png,,
27,<Boooh>,res\\image\\hoshiman00.png,res\\image\\noble00.png,,
28,"Star Man summoned black flame and hurled it at the ghost.
The ghost stopped and stared at the fire.
When the flame touched it, the ghost burst into flames.",res\\image\\hoshiman00.png,res\\image\\noble00.png,,
29,The ghost flailed as if it were in pain.,res\\image\\hoshiman00.png,res\\image\\noble00.png,,
30,"Star Man watched for a while, but nothing else happened.
The ghost burned out and vanished.",res\\image\\hoshiman00.png,,,
31,"""Aww... looks like I killed it, haha!""",res\\image\\hoshiman00.png,,,
32,"A skinny man grinned.
His legs were trembling.",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
33,"""...""",res\\image\\hoshiman00.png,res\\image\\nes00.png,,
