ID,オプション1,オプション2,オプション3,Unnamed: 4,Unnamed: 5
1,"""There's this incredibly fat ghost and this bony human guy.
The skinny one just kept laughing non-stop—he was creepy.
He said he’d kill me and my parents because we’re mentally ill, and then laughed about it.""",res\\image\\hoshiman00.png,,,
2,"""He laughed so hard he couldn’t even stand up,
and eventually collapsed on the ground.""",res\\image\\hoshiman00.png,,,
3,"""Haha, who *is* that guy? Sounds kinda funny.""",res\\image\\hoshiman00.png,res\\image\\sankakuman00.png,,
4,"""…""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
5,"""That was Nes. And the ghost was definitely Noble.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
6,"""...""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
7,"""I want to meet him!""",res\\image\\hoshiman00.png,res\\image\\sankakuman00.png,,
8,Triangle Man said.,res\\image\\hoshiman00.png,res\\image\\sankakuman00.png,,
9,"""...""",res\\image\\hoshiman00.png,res\\image\\sankakuman00.png,,
10,"""No. Absolutely not. Stay away.""",res\\image\\hoshiman00.png,res\\image\\sankakuman00.png,,
11,"""Aww, come on...""",res\\image\\hoshiman00.png,res\\image\\sankakuman00.png,,
12,"""VSCO hasn’t shown up again since then.""",res\\image\\hoshiman00.png,res\\image\\shikakuman00.png,,
13,Rectangle Man said.,res\\image\\hoshiman00.png,res\\image\\shikakuman00.png,,
14,"""Now that you mention it, we haven’t seen Vim either.""",res\\image\\hoshiman00.png,res\\image\\shikakuman00.png,,
15,"""I wonder what they’re doing now.""",res\\image\\hoshiman00.png,res\\image\\shikakuman00.png,,
16,"""They supposedly don’t need food to survive, right?""",res\\image\\hoshiman00.png,res\\image\\shikakuman00.png,,
17,(Maybe I’ll try going to See Poroporo moss garden...),res\\image\\hoshiman00.png,,,
