ID,オプション1,オプション2,オプション3,Unnamed: 4,Unnamed: 5
1,"Star Man and the others were making an improvised
Stretcher using rope and wooden sticks.",res\\image\\hoshiman00.png,,,
2,"""Oh right... before we came here, I met Vim in See Poroporo.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
3,Star Man said.,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
4,"""Yeah.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
5,"""VSCO... the aggressive white one. Apparently, that man killed him.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
6,"""...!""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
7,"""I see...""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
8,"""...""",,res\\image\\daikeiman00.png,,
9,"""Triangle Man, earlier you said you wanted to get back at that violent guy, right?""",,res\\image\\daikeiman00.png,,
10,Trapezoid Man said.,,res\\image\\daikeiman00.png,,
11,"""...""",res\\image\\sankakuman00.png,res\\image\\daikeiman00.png,,
12,"""Bad guys fight other bad guys. We can just watch from a safe distance.""",res\\image\\sankakuman00.png,res\\image\\daikeiman00.png,,
13,"""...""",res\\image\\sankakuman00.png,res\\image\\daikeiman00.png,,
14,Triangle Man still looked unconvinced.,res\\image\\sankakuman00.png,res\\image\\daikeiman00.png,,
15,Star Man pulled out the map and pointed to the southern coast.,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
16,"""There's a place called the DirectNex Coastal Cave. I want us to move there.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
17,"""Okay.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
18,"""Once the stretcher is ready, we’ll head for that cave.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
19,"""…""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
20,"""Prepare for an all-nighter.""",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
21,"As Star Man said this, the kids nodded.",res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
22,Late at night—,,,,
23,"They loaded Trapezoid Man onto the stretcher,
 And Star Man, Triangle Man, and Rectangle Man set off.
 Trapezoid Man kept mumbling, ""Sorry… so sorry...""",,,,
24,"They brought only the bare essentials, leaving everything else behind.
They even discarded their weapons outside the ruins,
Thinking it would be too risky if someone else got ahold of them.",,,,
25,Star Man peeked out from the Precision ruins.,res\\image\\hoshiman00.png,,,
26,(No one's around.),res\\image\\hoshiman00.png,,,
27,"On the way out, they passed the half-finished raft.",res\\image\\hoshiman00.png,,,
28,Star Man looked at the other three.,res\\image\\hoshiman00.png,,,
29,"""...""",res\\image\\hoshiman00.png,,,
30,"""Let’s build another raft later.""",res\\image\\hoshiman00.png,,,
31,"""Okay.""",res\\image\\sankakuman00.png,res\\image\\shikakuman00.png,,
32,"""We still have the know-how. You know the saying:
 'You can steal a man’s belongings, but not his knowledge.' Ever heard of it?""",res\\image\\daikeiman00.png,res\\image\\sankakuman00.png,,
33,Trapezoid Man said with a smug grin.,res\\image\\daikeiman00.png,res\\image\\sankakuman00.png,,
34,"""Hmm.""",res\\image\\daikeiman00.png,res\\image\\sankakuman00.png,,
35,The four of them entered the forest.,,,,
