ID,オプション1,オプション2,オプション3,,
1,"「ココナッツの実を４個、集めた。
　これだけあれば、私が子供たちを連れてくるまでの間、なんとかなるだろう」",res\\image\\hoshiman00.png,,,
2,「あ、ありがとう・・・助かったよ」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
3,男は笑って見せるが終始、苦痛に耐えている表情だった。,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
4,（痛そうだ・・・）,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
5,「あいつらに襲われて、斜面を転げ落ちることになったんだ。見ただろ？　あのへんな奴ら」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
6,"「ああ。あの・・・外にウジャウジャいる、あのモンスターはなんなんだ？
　あんな生物、聞いたこともない」",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
7,"「俺もわからない・・・。あの生物、ものすごい密度でいるだろ？
　俺、思うんだけど、あれっておかしいんだ」
",res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
8,「・・・？」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
9,「シマウマ一匹に必要な草原の面積とかって昔学校で習わなかったか？」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
10,「習ったかもしれない・・・」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
11,「あの密度であの大きさの動物がいたらこの島が砂漠になって絶滅してるはずなんだ」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
12,「・・・」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
13,「この世界の生き物じゃないのかもな。あいつら何も食べてないだろ」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
14,「・・・」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
15,（匂いやみずみずしさがあって生命のように見えたが、動きはラジコンみたいだったな）,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
16,ホシマンは子供たちのことを思い出した。,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
17,「実は子供を二人、山の中で待たせている・・・。ここに連れてきてもいいか」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
18,「え・・・。それは・・・」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
19,「ここから離れた部屋を使う。頼む」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
20,「・・・う、うーん・・・それなら・・・まあいいか」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
21,「じゃあ、ちょっと行ってくる。自分はホシマンだ」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
22,「お、おう。俺はダイケイマン。この島には、あのモンスター以外にも何かいる。気を付けて」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
23,「ああ。ありがとう」,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
24,　ホシマンは食べ終わった後、子供たちの方へ向けて出発した。,res\\image\\hoshiman00.png,res\\image\\daikeiman00.png,,
