ID,オプション1,オプション2,オプション3,background,BGM
1,ホシマンは夜にバーチャルベックス港跡に到着した。,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
2,"（朝まで待ってからネスに会うべきか・・・。
　まだ、奴らが何かをした、と決まったわけではない）",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
3,（しかし・・・）,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
4,"（『夜中に人を尋ねる非常識をして恥をかく』のと
　『シカクマンの安否』を天秤にかければ・・・答えは明らかだ）",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
5,ホシマンは周囲を見渡した。,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
6,"（ネスがどこにいるかわからない。
　ネスを探しつつシカクマンの手がかりも探そう）",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
7,"民家や倉庫などが数軒あった。
ホシマンは一つ一つをすべて見て回った。
しかしネスもシカクマンも見つからなかった。",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
8,（どこに行ってしまったんだ・・・。朝になったらもう一度探してみよう）,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
9,ホシマンはバーチャルベックスの物陰で就寝した。,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
10,―――,,,res\\image\\talkMinatoato.png,
11,翌朝、ホシマンはもう一度バーチャルベックスを探してまわった。,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
12,＜コン＞,,,res\\image\\talkMinatoato.png,
13,＜ザッザッ＞,,,res\\image\\talkMinatoato.png,
14,"（あの家から、小さな物音がする。
　ネスが隠れているのか？
　モンスターかもしれない。普通に挨拶したら出てくるだろうか）",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
15,（・・・いや、絶対にそれはないな）,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
16,ホシマンは石斧を構えて小屋の周りを歩いた。,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
17,（ネチャネチャした音が小屋からしてくる）,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
18,「誰かいるか」,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
19,ホシマンが声をかけた。するとネチャネチャ音は消えた。,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
20,（物音が消えた。人間がいる）,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
21,ホシマンは小屋の入口に来た。,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
22,「誰かいるか。　返事してくれ」,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
23,（返事なしか・・・）,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
24,ホシマンは小屋の中に入っていった。,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
25,「うっ・・・ぐ」,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
26,小屋の中は悪臭を放っていた。ゴミで床が見えなかった。,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
27,"ゴミは埃がなく、最近置かれたもののようであった。
ホシマンはゴミの上を歩いて行った。",res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
28,小屋の中を調べると、座り込んで固まっている人間がいた。,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
29,ネスがいた。,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
30,ネスの足元にはバナナとバナナの皮があった。,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
31,「どうも・・・」,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
32,ホシマンは言った。,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
33,「・・・あ・・・はい・・・」,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
34,（・・・？）,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
35,ネスは前回と雰囲気が違っていた。,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
36,「勝手に入ってきてすまない。聞きたいことがある」,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
37,「あ、はい。なんでしょう？」,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
38,（言葉が通じる・・・？）,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
39,「シカクマンという子供が行方不明になっていて探している」,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
40,「は、はぁ」,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
41,「知らないか」,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
42,「いえ、ちょっと、わからないです」,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
43,「・・・。」,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
44,「どんなことでもいい。知っていたら教えてほしい」,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
45,「自分はここで採集生活をしているだけです」,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
46,「・・・」,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
47,「そうか。一応、他の小屋の中も調べさせてほしい」,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
48,「いや・・・あまりそういうことをされるのは・・・」,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
49,「何か困ることがあるのか」,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
50,「いえ、そういうわけではなく・・・。いいです。どうぞ調べてください」,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
51,「・・・」,res\\image\\hoshiman00.png,res\\image\\nes00.png,res\\image\\talkMinatoato.png,
52,ホシマンは小屋を出た。,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
53,他の建物をすべて調べたがホコリの積もった廃墟であり、人の痕跡はなかった。,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
54,「・・・失礼した」,res\\image\\hoshiman00.png,,res\\image\\talkMinatoato.png,
