ID,オプション1,オプション2,オプション3,,
1,ホシマンは「シーポロポロ」のあたりに到着した。,res\\image\\hoshiman00.png,,,
2,"シーポロポロに近づくと霧が現れた。
霧に注意しながら歩いていると遠くに光るものが見えた。",res\\image\\hoshiman00.png,,,
3,（ホタルか・・・。初めて見るかもしれない）,res\\image\\hoshiman00.png,,,
4,"ホシマンはホタルの方へ歩いて行った。
透明な川が水音を奏でながら流れていて、辺り一帯は緑色のコケに包まれていた。",res\\image\\hoshiman00.png,,,
5,（なんか、人が入ってはいけない雰囲気だな・・・）,res\\image\\hoshiman00.png,,,
6,"やがて背後から人がついてきていることに気が付いた。
以前、ココナッツの木のところで会った白い人だった。",res\\image\\hoshiman00.png,,,
7,「・・・」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
8,ホシマンは相手の方を見て様子を伺った。,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
9,「・・・」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
10,白い人は無表情でこちらを見つめ続けていた。,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
11,「なんのようだ」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
12,「・・・」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
13,（離れたほうが良いか・・・）,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
14,「私は実験体」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
15,「・・・！」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
16,ホシマンは聞き返した。,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
17,「あのモンスターたちの仲間か」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
18,「はい」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
19,「何をする気だ」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
20,「興味があって見ているだけです」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
21,「なぜ攻撃してこない」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
22,「私は人を襲うようにデザインされていないので」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
23,「・・・？」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
24,「・・・？」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
25,「そ、そうなのか・・・」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
26,白い人はホシマンを不思議そうに眺めていた。,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
27,「以前、子供に水をあげたか？」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
28,「はい」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
29,「ありがとう。代わりに礼を言う。君はここで何をしている？」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
30,「何も。私は廃棄物で何もすることがない」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
31,「・・・」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
32,「ひとまず、君の言うことを信じよう」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
33,「どうも」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
34,「・・・」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
35,「ここはきれいな場所だな・・・」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
36,（きれいな場所、というのが彼にわかるのだろうか）,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
37,「きれいな場所・・・」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
38,実験体は理解できていなそうな雰囲気だった。,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
39,「あれは、ホタル。知っていたか？」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
40,「知りませんでした」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
41,"「あのホタルの光と、
　川と苔と霧の感じが合わさって
　神秘的だなと、私は思う」",res\\image\\hoshiman00.png,res\\image\\vim00.png,,
42,「・・・」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
43,白い人は『考え中』という感じだった。,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
44,「ここに来ればまた会えるか？」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
45,「はい。タイミングが合えば」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
46,「そうか。わかった」,res\\image\\hoshiman00.png,res\\image\\vim00.png,,
47,"（子供たちに会わせてあげたいような気がするが、
　ちょっと怖い気もする）",res\\image\\hoshiman00.png,res\\image\\vim00.png,,
48,ホシマンは廃墟に向かった。,res\\image\\hoshiman00.png,,,
49,ー,,,,
50,実験体は丘の上にやってきた。そこにはもう一人、白い人がいた。,res\\image\\vim00.png,res\\image\\vsco00.png,,
51,「どうだった」,res\\image\\vim00.png,res\\image\\vsco00.png,,
52,「・・・」,res\\image\\vim00.png,res\\image\\vsco00.png,,
53,「害はない」,res\\image\\vim00.png,res\\image\\vsco00.png,,
54,「そうなんだ」,res\\image\\vim00.png,res\\image\\vsco00.png,,
55,「うん」,res\\image\\vim00.png,res\\image\\vsco00.png,,
56,二人はその場で立ったまま動かなかった。,res\\image\\vim00.png,res\\image\\vsco00.png,,
